id,year,majortopic,subtopic,description,filter_eu,var2,var3,var4_1,var4_2,var4_3,var4_4,var4_5,var4_6,var4_7,var4_8,var4_9,var4_10,var4_11,var4_12,var4_13,var4_14,var4_15,var4_16,var4_17,var4_21,var5_1,var5_2,var5_3,var5_4,var5_5,var5_6,var5_7,var5_8,var5_9,var5_10,var5_11,var5_12,var5_13,var5_14,var5_15,var5_16,var5_17,var5_18,var5_19,var5_20,var5_21,var5_22,var5_23,var5_24,var5_25,var5_26,var5_27,var5_28,var5_29,var5_30,var5_31,var5_32,var5_33,var5_35,var5_36,var5_37,var5_38,var5_39,var5_40,var5_41,var5_42,var6,var7,var8,var9_1,var9_2,var9_3,var9_4,var9_5,var9_6,var9_7,var9_8,var9_9,var9_10,var9_11,var9_12,var9_13,var9_14,var9_15,var9_16,var10_1,var10_2,var10_3,var10_4,var10_5,var10_6,var10_7,var10_8,var10_9,var10_10,var10_11,var10_12,var10_13,var10_14,var10_15,var10_16,var15,var16,var17,var18,var19,var23,calendar_year,var113,var14
933,1997,18,1804,Om den multilaterale aftale om investeringsbeskyttelse,0,35,359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,13,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,0,1804,1804,,1998,19980301,3/1/1998
1217,2002,3,398,"Hvilke planer har regeringen med hensyn til at følge, regulere og eventuelt forbyde anvendelsen af stamceller fra befrugtede æg og fosteranlæg, og hvad kan regeringen oplyse om forskningen i stamceller fra voksne og fra navlestrengsblod",0,41,4119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,1,23,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,398,398,,2002,20021001,10/1/2002
1204,2008,6,604,"Hvilke initiativer har regeringen planlagt for at rette op på nedgangen i antallet af praktikpladser, der er til rådighed for elever på erhvervsskoler, og praktik til EGU'en?",0,82,820042,1,1,0,999,999,1,999,0,999,999,0,1,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,604,,Om praktikpladser.,2009,20090401,4/1/2009
770,1995,21,2104,Om Helsingør Havn,0,32,3213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,19,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,2104,2104,,1995,19951001,10/1/1995
628,1991,19,1901,Om den fremtidige fordeling af U-landsbistanden,0,28,2819,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,81,1,1,1,0,0,99,1,99,99,99,1,0,99,99,0,0,99,1,1,2,2,99,1,99,99,99,1,2,99,99,2,99,99,1,1,0,1901,1901,,1992,19920101,1/1/1992
1288,2010,3,322,"Vil ministeren redegøre for, hvordan han vil sikre en acceptabel sygehusbetjening af de danskere, som bor uden for de store byer, i forlængelse af de sygehuslukninger og forringelser af sygehusbetjeningen uden for de store byer, som er sket inden for de seneste måneder?",0,84,840022,0,0,0,999,999,0,999,0,999,999,0,1,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,322,,Om sygehusbetjening uden for de store byer.,2011,20110201,2/1/2011
1082,2000,19,1902,Om de kommende klimaforhandlinger i Haag,0,38,3816,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,31,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,1902,1902,,2000,20001001,10/1/2000
446,2013,13,1300,"Hvordan vil ministeren sikre hjælp til socialt udsatte grupper via satspuljen, når finansministeren tidligere har oplyst, at der ikke skal forventes nye satspuljemidler frem til 2017, og vil ministeren på den baggrund være med til at ændre finansieringen af satspuljen?",0,88,88025,0,0,0,,,0,,0,,,0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,,,0,0,0,,0,,,0,0,1,1,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1300,,,2014,20140401,4/1/2014
1328,2011,5,529,"Hvad kan regeringen oplyse om den indflydelse, arbejdskraftindvandringen – herunder EU-reglerne om arbejdskraftens frie bevægelighed – har på det danske arbejdsmarked og på det danske samfund generelt?",1,86,860020,0,0,0,999,999,0,999,1,999,999,0,0,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,529,,Om indvandring af arbejdskraft.,2012,20120201,2/1/2012
768,1995,5,506,Om at børn i fremtiden får mulighed for at have en fritidsjob,0,32,3211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,28,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,506,506,,1995,19951001,10/1/1995
371,1984,19,1921,Om den dramatiske forværring af sultsituatione i Afrika,0,18,1810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,67,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,1911,1911,,1984,19841001,10/1/1984
1289,2010,9,900,"Hvad vil regeringen gøre for de asylbørn, som fortsat har meget lange ophold i danske asylcentre?",0,84,840023,0,1,0,999,999,0,999,0,999,999,0,0,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,900,,Om asylbørn.,2011,20110201,2/1/2011
829,1996,6,602,Om at sikre ordentlig kvalitet i folkeskolen,0,33,3320,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,28,1,1,1,1,1,99,1,99,1,99,99,1,1,99,1,99,0,1,1,1,1,99,1,99,1,99,99,1,1,99,1,99,99,1,10,0,602,602,,1996,19961001,10/1/1996
771,1995,20,2011,Om skattefradrag i forbindelse med bankovertagelse,0,32,3214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,16,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,2011,2011,,1995,19951001,10/1/1995
1145,2007,14,1400,"Vil ministeren i forlængelse af den regionalpolitiske redegørelse, der forventes fremlagt i april 2008, og tidligere vedtagelser uddybe, hvordan udviklingen har været med hensyn til levevilkår og større lighed i service, beskæftigelse og økonomiske vilkår i alle egne af Danmark og specielt i de egne af landet, der har været præget af lavere vækst og udvikling, f.eks. Bornholm, Lolland-Falster, det sydfynske område og dele af Sydvestsjælland, Sønderjylland og Nord- og Vestjylland, siden VK-regeringen tiltrådte i 2001?",0,81,810022,1,1,0,999,999,1,999,0,999,999,0,1,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1400,,Om regionalpolitik.,2008,20080401,4/1/2008
1146,2007,9,900,"Hvad agter regeringen at gøre for hurtigst muligt at finde en løsning for de afviste asylansøgere, som et bredt politisk flertal skal stå bag?",0,81,810023,1,1,0,999,999,1,999,0,999,999,0,1,999,999,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,900,,Om afviste asylansøgere.,2008,20080401,4/1/2008
447,2013,9,900,Hvad kan ministeren oplyse om udarbejdelse af en strategi for fastholdelse af udenlandske studerende i Danmark efter færdiggørelse af deres studier?,0,88,88026,0,0,0,,,0,,0,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,1,0,,,0,0,0,,0,,,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,900,,,2014,20140401,4/1/2014
630,1991,8,803,Om kulbrinter i den danske del af Nordsøen,0,28,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,39,2,0,0,0,0,99,0,99,99,99,0,0,99,99,1,0,99,2,2,2,0,99,2,99,99,99,2,2,99,99,1,99,99,1,1,0,803,803,,1992,19920101,1/1/1992
1356,2012,19,1910,"Hvordan vil ministeren sikre, at et EU i flere hastigheder betyder, at Danmark kun er med i de dele af EU, som der er bred folkelig opbakning til?",1,87,870006,0,0,0,999,999,0,999,1,999,999,0,0,999,999,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,1910,,Om et EU i flere hastigheder.,2012,20121101,11/1/2012
767,1995,6,604,Om erhvervs og handelskolerne,0,32,3210,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,12,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,10,0,604,604,,1995,19951001,10/1/1995
932,1997,9,900,Om Schengen samarbejdet på flygtningeområdet,1,35,358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,13,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,0,900,230,,1998,19980301,3/1/1998
1294,2010,6,601,"Hvordan hænger de aktuelle nedskæringer på professionshøjskolerne med deraf følgende færre timer til de studerende og fyring af undervisere sammen med regeringens mål om, at 50 pct. af en ungdomsårgang skal tage en videregående uddannelse af høj kvalitet?",0,84,840028,1,1,0,999,999,1,999,0,999,999,0,1,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,601,,Om nedskæringer på professionshøjskolerne.,2011,20110301,3/1/2011
1427,2003,5,502,Om aktiveringstilbud,0,45,4517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,21,1,0,0,0,99,99,1,99,0,99,0,0,1,99,99,99,99,2,2,2,99,99,1,99,2,99,2,2,1,99,99,99,99,1,10,0,502,502,,2003,20031001,10/1/2003
112,1975,19,1901,Hvilke oplysninger kan ministeren give om principperne for Danmarks fremtidige udviklinsbistand,0,5,515,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,105,2,0,0,0,0,99,0,0,99,99,0,0,99,1,0,0,0,2,2,2,2,99,0,0,99,99,2,2,99,1,2,99,99,1,3,0,1901,1901,,1976,19760301,3/1/1976
1299,2010,1,107,"Hvad er regeringens strategi for udviklingen af den danske selskabsskat, og hvorledes påtænker regeringen fremover at tiltrække og fastholde virksomheder, i takt med at andre EU-lande sænker deres selskabsskat?",1,84,840033,0,0,0,999,999,0,999,0,999,999,0,0,999,999,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,107,,Om selskabsskat.,2011,20110401,4/1/2011
1610,2005,4,403,Om fødevarekontrollen og Fødevarestyrelsen,0,48,4841,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,1,24,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,0,403,403,,2006,20060301,3/1/2006
581,2016,19,1910,Hvad kan udenrigsministeren oplyse om den danske forhandlingsposition i forhold til den forestående britiske udmeldelse af EU? ,1,92,92038,0,0,0,,,0,,0,,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,,0,0,,,0,0,0,,0,,,0,0,0,1,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1910,,,2017,20170201,2/1/2017
260,1980,19,1910,Om aftalen mellem Norge og Sverige,0,12,1230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,34,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,1,3,0,1913,1913,,1981,19810301,3/1/1981
769,1995,6,600,Om internationalisering uddannelsessystemet,0,32,3212,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,20,1,1,1,1,1,99,1,99,1,99,99,1,1,99,1,99,0,1,1,1,1,99,1,99,1,99,99,1,1,99,1,99,99,1,10,0,600,600,,1995,19951001,10/1/1995
1137,2007,16,1603,"Hvilke oplysninger kan regeringen give om CIA's anvendelse af dansk-grønlandsk territorium til hemmelige flytransporter af CIA-fanger, herunder om danske myndigheders kendskab til sådanne transporter?",0,81,810014,1,1,0,999,999,1,999,0,999,999,0,1,999,999,1,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1603,,Om CIA-flyvninger (hasteforespørgsel),2008,20080201,2/1/2008
935,1997,2,209,Om efterretningstjenestens overvågning af lovlig politisk virksomhed,0,35,3511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,4,0,209,209,,1998,19980402,4/2/1998
961,1998,16,1602,Om udviklingen i EU's forsvars og sikkerhedspolitiske samarbejde,1,36,3619,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,28,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,12,0,1602,1602,,1998,19981202,12/2/1998
730,1994,1,107,Om grønne afgifter,0,31,3121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,3,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,12,0,107,107,,1994,19941202,12/2/1994
1549,2004,9,900,Om Hizb-ut-Tahrir,0,47,472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,24,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,0,900,230,,2005,20050302,3/2/2005
1206,2008,9,900,"Agter regeringen, set i lyset af de utilstrækkelige resultater af de seneste års integrationsindsats, at tage initiativ til en samlet plan for de udsatte boligområder og for integration af de mange indvandrere og efterkommere, som ikke er blevet en aktiv del af det danske samfund?",0,82,820044,1,1,0,999,999,1,999,0,999,999,0,1,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,900,,Om integrationsindsatsen.,2009,20090402,4/2/2009
1391,1971,4,408,Om dansk laksefiskeri,0,71,715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,408,408,,1972,19720302,3/2/1972
315,1982,6,602,Om konsekvenser for folkekskolen ved besparelser i bloktilskudene,0,15,1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,37,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,0,602,602,,1983,19830202,2/2/1983
1245,2009,3,302,"Hvad kan ministeren oplyse om lægehenvisning til fysioterapeut,  hudspecialist og gynækolog, herunder hvorvidt disse lægehenvisninger med fordel kan afskaffes?",0,83,830031,0,0,0,999,999,0,999,1,999,999,0,0,999,999,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,302,,Om henvisning til behandling.,2010,20100302,3/2/2010
